Target_Month,Employee_ID,Region_Code,Monthly_Target
2026-02-01 00:00:00,E1016,R02,761487.2
2026-02-01 00:00:00,E1017,R02,455014.48
2026-02-01 00:00:00,E1018,R04,697287.56
2026-02-01 00:00:00,E1019,R03,534442.03
2026-02-01 00:00:00,E1020,R02,415535.9
2026-02-01 00:00:00,E1021,R04,796566.53
2026-02-01 00:00:00,E1022,R01,274977.13
2026-02-01 00:00:00,E1023,R02,836145.29
2026-02-01 00:00:00,E1024,R02,549960.35
2026-02-01 00:00:00,E1025,R03,664180.96
2026-02-01 00:00:00,E1026,R05,678580.05
2026-02-01 00:00:00,E1027,R02,831826.53
2026-02-01 00:00:00,E1028,R04,663835.29
2026-02-01 00:00:00,E1029,R04,649056.83
2026-02-01 00:00:00,E1030,R01,293323.83
2026-02-01 00:00:00,E1031,R04,586965.21
2026-02-01 00:00:00,E1032,R02,347609.85
2026-02-01 00:00:00,E1033,R01,729331.95
2026-02-01 00:00:00,E1034,R06,582944.25
2026-02-01 00:00:00,E1035,R06,692148.06
2026-02-01 00:00:00,E1036,R05,277087.39
2026-02-01 00:00:00,E1037,R02,305114.81
2026-02-01 00:00:00,E1038,R01,715610.2
2026-02-01 00:00:00,E1039,R04,296854.82
2026-02-01 00:00:00,E1041,R01,296316.87
2026-02-01 00:00:00,E1042,R03,257870.51
2026-02-01 00:00:00,E1043,R01,871725.91
2026-02-01 00:00:00,E1044,R06,729380.43
2026-02-01 00:00:00,E1045,R02,479613.42
2026-02-01 00:00:00,E1046,R04,442748.13
2026-02-01 00:00:00,E1047,R02,477307.1
2026-02-01 00:00:00,E1048,R04,753524.8
2026-02-01 00:00:00,E1049,R04,679890.9
2026-02-01 00:00:00,E1050,R02,370377.12
2026-02-01 00:00:00,E1051,R06,363171.07
2026-02-01 00:00:00,E1052,R05,313957.17
2026-02-01 00:00:00,E1053,R06,679196.77
2026-02-01 00:00:00,E1054,R06,746842.23
2026-02-01 00:00:00,E1055,R04,422280.18
2026-02-01 00:00:00,E1056,R06,263614.22
2026-02-01 00:00:00,E1057,R01,303411.58
2026-02-01 00:00:00,E1058,R02,879109.02
2026-02-01 00:00:00,E1059,R01,442039.11
2026-02-01 00:00:00,E1060,R02,749995.05
2026-02-01 00:00:00,E1061,R03,656031.32
2026-02-01 00:00:00,E1062,R02,498260.77
2026-02-01 00:00:00,E1063,R05,383696.72
2026-02-01 00:00:00,E1064,R02,328901.17
2026-02-01 00:00:00,E1065,R02,649758.43
2026-02-01 00:00:00,E1066,R04,753511.96
2026-02-01 00:00:00,E1067,R01,668537.76
2026-02-01 00:00:00,E1068,R05,594696.39
2026-02-01 00:00:00,E1069,R01,277268.3
2026-02-01 00:00:00,E1070,R06,879517.71
2026-02-01 00:00:00,E1071,R05,769164.22
2026-02-01 00:00:00,E1072,R02,440334.32
2026-02-01 00:00:00,E1073,R01,886980.71
2026-02-01 00:00:00,E1074,R05,641223.03
2026-02-01 00:00:00,E1075,R05,628574.73
2026-02-01 00:00:00,E1076,R05,736247.57
2026-02-01 00:00:00,E1077,R05,777650.36
2026-02-01 00:00:00,E1078,R01,676711.09
2026-02-01 00:00:00,E1079,R02,333262.24
2026-02-01 00:00:00,E1080,R01,469873.88
2026-02-01 00:00:00,E1081,R06,853254.37
2026-02-01 00:00:00,E1082,R04,396000.15
2026-02-01 00:00:00,E1083,R02,491908.57
2026-02-01 00:00:00,E1084,R01,530849.97
2026-02-01 00:00:00,E1085,R02,535613.24
2026-02-01 00:00:00,E1086,R02,648410.73
2026-02-01 00:00:00,E1087,R05,862999.29
2026-02-01 00:00:00,E1088,R04,406450.26
2026-02-01 00:00:00,E1089,R06,328975.89
2026-02-01 00:00:00,E1090,R03,378355.82
2026-02-01 00:00:00,E1091,R01,826501.19
2026-02-01 00:00:00,E1092,R05,669777.03
2026-02-01 00:00:00,E1093,R05,435839.41
2026-02-01 00:00:00,E1094,R04,780365.51
2026-02-01 00:00:00,E1095,R05,809890.5
2026-02-01 00:00:00,E1096,R03,800234.32
2026-02-01 00:00:00,E1097,R04,847302.25
2026-02-01 00:00:00,E1098,R03,413956.66
2026-02-01 00:00:00,E1099,R01,740777.25
2026-02-01 00:00:00,E1100,R01,549350.67
2026-02-01 00:00:00,E1101,R01,797299.06
2026-02-01 00:00:00,E1102,R04,723518.94
2026-02-01 00:00:00,E1103,R02,754690.84
2026-02-01 00:00:00,E1104,R04,676505.19
2026-02-01 00:00:00,E1105,R06,365328.7
2026-02-01 00:00:00,E1106,R02,604267.5
2026-02-01 00:00:00,E1107,R03,890035.33
2026-02-01 00:00:00,E1108,R05,859302.24
2026-02-01 00:00:00,E1109,R02,278062.93
2026-02-01 00:00:00,E1110,R01,357129.63
2026-02-01 00:00:00,E1111,R02,335623.7
2026-02-01 00:00:00,E1112,R02,721886.94
2026-02-01 00:00:00,E1113,R06,781560.46
2026-02-01 00:00:00,E1114,R05,388782.39
2026-02-01 00:00:00,E1115,R04,578804.25
2026-02-01 00:00:00,E1116,R06,796456.97
2026-02-01 00:00:00,E1117,R05,726321
2026-02-01 00:00:00,E1118,R02,602454.18
2026-02-01 00:00:00,E1119,R06,633726
2026-02-01 00:00:00,E1120,R04,580434.36
2026-03-01 00:00:00,E1002,R06,443406.49
2026-03-01 00:00:00,E1003,R05,617264.3
2026-03-01 00:00:00,E1004,R04,697775.45
2026-03-01 00:00:00,E1005,R02,817659.9
2026-03-01 00:00:00,E1006,R02,663589.38
2026-03-01 00:00:00,E1007,R01,744729
2026-03-01 00:00:00,E1008,R06,354046.56
2026-03-01 00:00:00,E1009,R04,550012.36
2026-03-01 00:00:00,E1010,R05,256065.55
2026-03-01 00:00:00,E1011,R01,410341.26
2026-03-01 00:00:00,E1012,R06,722200.11
2026-03-01 00:00:00,E1013,R05,894676.47
2026-03-01 00:00:00,E1014,R02,314465.76
2026-03-01 00:00:00,E1015,R02,510971.31
2026-03-01 00:00:00,E1016,R02,770046.13
2026-03-01 00:00:00,E1017,R02,382623.16
2026-03-01 00:00:00,E1018,R04,610805.22
2026-03-01 00:00:00,E1019,R03,726496.34
2026-03-01 00:00:00,E1020,R02,650390.54
2026-03-01 00:00:00,E1021,R04,372216.08
2026-03-01 00:00:00,E1022,R01,480999.97
2026-03-01 00:00:00,E1023,R02,759464.66
2026-03-01 00:00:00,E1024,R02,610247.23
2026-03-01 00:00:00,E1025,R03,253399.25
2026-03-01 00:00:00,E1026,R05,744643.99
2026-03-01 00:00:00,E1027,R02,272952.38
2026-03-01 00:00:00,E1028,R04,734726.96
2026-03-01 00:00:00,E1029,R04,381612.36
2026-03-01 00:00:00,E1030,R01,872747.76
2026-03-01 00:00:00,E1031,R04,489161.49
2026-03-01 00:00:00,E1032,R02,462505.55
2026-03-01 00:00:00,E1033,R01,346777.23
2026-03-01 00:00:00,E1034,R06,448642.74
2026-03-01 00:00:00,E1035,R06,819823
2026-03-01 00:00:00,E1036,R05,897617.32
2026-03-01 00:00:00,E1037,R02,489401.19
2026-03-01 00:00:00,E1038,R01,541596.91
2026-03-01 00:00:00,E1039,R04,719346.11
2026-03-01 00:00:00,E1041,R01,826027.26
2026-03-01 00:00:00,E1042,R03,635478.82
2026-03-01 00:00:00,E1043,R01,504491.7
2026-03-01 00:00:00,E1044,R06,518204.2
2026-03-01 00:00:00,E1045,R02,702151.8
2026-03-01 00:00:00,E1046,R04,252091.87
2026-03-01 00:00:00,E1047,R02,652733.07
2026-03-01 00:00:00,E1048,R04,481070.46
2026-03-01 00:00:00,E1049,R04,766228.27
2026-03-01 00:00:00,E1050,R02,310443.92
2026-03-01 00:00:00,E1051,R06,632331.47
2026-03-01 00:00:00,E1052,R05,562632.38
2026-03-01 00:00:00,E1053,R06,667511.59
2026-03-01 00:00:00,E1054,R06,292154.84
2026-03-01 00:00:00,E1055,R04,626989.46
2026-03-01 00:00:00,E1056,R06,614964.98
2026-03-01 00:00:00,E1057,R01,614429.06
2026-03-01 00:00:00,E1058,R02,642266.98
2026-03-01 00:00:00,E1059,R01,689704.16
2026-03-01 00:00:00,E1060,R02,773242.85
2026-03-01 00:00:00,E1061,R03,425383.47
2026-03-01 00:00:00,E1062,R02,786282.12
2026-03-01 00:00:00,E1063,R05,573866.19
2026-03-01 00:00:00,E1064,R02,300087.88
2026-03-01 00:00:00,E1065,R02,288058.1
2026-03-01 00:00:00,E1066,R04,467254.91
2026-03-01 00:00:00,E1067,R01,760183.04
2026-03-01 00:00:00,E1068,R05,709992.61
2026-03-01 00:00:00,E1069,R01,762599.73
2026-03-01 00:00:00,E1070,R06,586224.89
2026-03-01 00:00:00,E1071,R05,536129.35
2026-03-01 00:00:00,E1072,R02,345844.14
2026-03-01 00:00:00,E1073,R01,463325.29
2026-03-01 00:00:00,E1074,R05,532112.59
2026-03-01 00:00:00,E1075,R05,307590.28
2026-03-01 00:00:00,E1076,R05,393397.77
2026-03-01 00:00:00,E1077,R05,638846.44
2026-03-01 00:00:00,E1078,R01,728181.02
2026-03-01 00:00:00,E1079,R02,898925.88
2026-03-01 00:00:00,E1080,R01,856523.67
2026-03-01 00:00:00,E1081,R06,667667.38
2026-03-01 00:00:00,E1082,R04,523811.23
2026-03-01 00:00:00,E1083,R02,663515.29
2026-03-01 00:00:00,E1084,R01,760673.55
2026-03-01 00:00:00,E1085,R02,326918.52
2026-03-01 00:00:00,E1086,R02,516438.18
2026-03-01 00:00:00,E1087,R05,795871.49
2026-03-01 00:00:00,E1088,R04,499491.42
2026-03-01 00:00:00,E1089,R06,621716.98
2026-03-01 00:00:00,E1090,R03,632050.08
2026-03-01 00:00:00,E1091,R01,369909.56
2026-03-01 00:00:00,E1092,R05,485453.04
2026-03-01 00:00:00,E1093,R05,467432.34
2026-03-01 00:00:00,E1094,R04,267027.86
2026-03-01 00:00:00,E1095,R05,265724.65
2026-03-01 00:00:00,E1096,R03,790603.08
2026-03-01 00:00:00,E1097,R04,427496.03
2026-03-01 00:00:00,E1098,R03,586751.2
2026-03-01 00:00:00,E1099,R01,444171.62
2026-03-01 00:00:00,E1100,R01,861441.51
2026-03-01 00:00:00,E1101,R01,418542.89
2026-03-01 00:00:00,E1102,R04,529276.93
2026-03-01 00:00:00,E1103,R02,817274.66
2026-03-01 00:00:00,E1104,R04,797256.82
2026-03-01 00:00:00,E1105,R06,370965.92
2026-03-01 00:00:00,E1106,R02,771718.15
2026-03-01 00:00:00,E1107,R03,547821.48
2026-03-01 00:00:00,E1108,R05,563929.77
2026-03-01 00:00:00,E1109,R02,336761.98
2026-03-01 00:00:00,E1110,R01,302390.98
2026-03-01 00:00:00,E1111,R02,723160.55
2026-03-01 00:00:00,E1112,R02,572699.75
2026-03-01 00:00:00,E1113,R06,533952.96
2026-03-01 00:00:00,E1114,R05,724180.35
2026-03-01 00:00:00,E1115,R04,747583.38
2026-03-01 00:00:00,E1116,R06,353290.31
2026-03-01 00:00:00,E1117,R05,646646.35
2026-03-01 00:00:00,E1118,R02,337980.15
2026-03-01 00:00:00,E1119,R06,738393.81
2026-03-01 00:00:00,E1120,R04,677020.85
2026-04-01 00:00:00,E1002,R06,871799.5
2026-04-01 00:00:00,E1003,R05,294822.71
2026-04-01 00:00:00,E1004,R04,287085.57
2026-04-01 00:00:00,E1005,R02,433421.6
2026-04-01 00:00:00,E1006,R02,420108.69
2026-04-01 00:00:00,E1007,R01,410536.22
2026-04-01 00:00:00,E1008,R06,839065.48
2026-04-01 00:00:00,E1009,R04,412205.03
2026-04-01 00:00:00,E1010,R05,426767.32
2026-04-01 00:00:00,E1011,R01,743608.87
2026-04-01 00:00:00,E1012,R06,542330.9
2026-04-01 00:00:00,E1013,R05,754861.86
2026-04-01 00:00:00,E1014,R02,292488
2026-04-01 00:00:00,E1015,R02,566921.28
2026-04-01 00:00:00,E1016,R02,271848.84
2026-04-01 00:00:00,E1017,R02,290724.58
2026-04-01 00:00:00,E1018,R04,839184.34
2026-04-01 00:00:00,E1019,R03,340509.49
2026-04-01 00:00:00,E1020,R02,596073.44
2026-04-01 00:00:00,E1021,R04,517212.14
2026-04-01 00:00:00,E1022,R01,475773.16
2026-04-01 00:00:00,E1023,R02,834891.67
2026-04-01 00:00:00,E1024,R02,264185.21
2026-04-01 00:00:00,E1025,R03,681463.3
2026-04-01 00:00:00,E1026,R05,876206.38
2026-04-01 00:00:00,E1027,R02,614109.32
2026-04-01 00:00:00,E1028,R04,858934.6
2026-04-01 00:00:00,E1029,R04,283967.62
2026-04-01 00:00:00,E1030,R01,522215.66
2026-04-01 00:00:00,E1031,R04,419102.56
2026-04-01 00:00:00,E1032,R02,725033.63
2026-04-01 00:00:00,E1033,R01,887843.11
2026-04-01 00:00:00,E1034,R06,416744.54
2026-04-01 00:00:00,E1035,R06,675213.49
2026-04-01 00:00:00,E1036,R05,378763.46
2026-04-01 00:00:00,E1037,R02,617464.67
2026-04-01 00:00:00,E1038,R01,551556.12
2026-04-01 00:00:00,E1039,R04,881803.46
2026-04-01 00:00:00,E1041,R01,645542.73
2026-04-01 00:00:00,E1042,R03,477179.14
2026-04-01 00:00:00,E1043,R01,324162.26
2026-04-01 00:00:00,E1044,R06,348310.44
2026-04-01 00:00:00,E1045,R02,396456
2026-04-01 00:00:00,E1046,R04,413128.33
2026-04-01 00:00:00,E1047,R02,802900.44
2026-04-01 00:00:00,E1048,R04,614794.81
2026-04-01 00:00:00,E1049,R04,590204.09
2026-04-01 00:00:00,E1050,R02,324599.77
2026-04-01 00:00:00,E1051,R06,809090.8
2026-04-01 00:00:00,E1052,R05,719829.3
2026-04-01 00:00:00,E1053,R06,293984.44
2026-04-01 00:00:00,E1054,R06,710092.81
2026-04-01 00:00:00,E1055,R04,603299.84
2026-04-01 00:00:00,E1056,R06,303121.47
2026-04-01 00:00:00,E1057,R01,547895.42
2026-04-01 00:00:00,E1058,R02,565052.59
2026-04-01 00:00:00,E1059,R01,357753.45
2026-04-01 00:00:00,E1060,R02,864703.8
2026-04-01 00:00:00,E1061,R03,802483.99
2026-04-01 00:00:00,E1062,R02,684864.52
2026-04-01 00:00:00,E1063,R05,550492.11
2026-04-01 00:00:00,E1064,R02,517647.6
2026-04-01 00:00:00,E1065,R02,673132.75
2026-04-01 00:00:00,E1066,R04,604530.72
2026-04-01 00:00:00,E1067,R01,290477.52
2026-04-01 00:00:00,E1068,R05,583126.72
2026-04-01 00:00:00,E1069,R01,774162.35
2026-04-01 00:00:00,E1070,R06,548505.92
2026-04-01 00:00:00,E1071,R05,283771.78
2026-04-01 00:00:00,E1072,R02,761080.83
2026-04-01 00:00:00,E1073,R01,380886.46
2026-04-01 00:00:00,E1074,R05,418103.54
2026-04-01 00:00:00,E1075,R05,357059.13
2026-04-01 00:00:00,E1076,R05,464639.79
2026-04-01 00:00:00,E1077,R05,741888.48
2026-04-01 00:00:00,E1078,R01,587600.81
2026-04-01 00:00:00,E1079,R02,383172.83
2026-04-01 00:00:00,E1080,R01,820589.55
2026-04-01 00:00:00,E1081,R06,821728.21
2026-04-01 00:00:00,E1082,R04,815875.98
2026-04-01 00:00:00,E1083,R02,405217.54
2026-04-01 00:00:00,E1084,R01,543305.57
2026-04-01 00:00:00,E1085,R02,890243.28
2026-04-01 00:00:00,E1086,R02,751808.11
2026-04-01 00:00:00,E1087,R05,267658.82
2026-04-01 00:00:00,E1088,R04,292382.98
2026-04-01 00:00:00,E1089,R06,551555.39
2026-04-01 00:00:00,E1090,R03,840993.13
2026-04-01 00:00:00,E1091,R01,600156.17
2026-04-01 00:00:00,E1092,R05,573578.13
2026-04-01 00:00:00,E1093,R05,318557.9
2026-04-01 00:00:00,E1094,R04,676907.07
2026-04-01 00:00:00,E1095,R05,784367.05
2026-04-01 00:00:00,E1096,R03,497273
2026-04-01 00:00:00,E1097,R04,754147.7
2026-04-01 00:00:00,E1098,R03,876909.83
2026-04-01 00:00:00,E1099,R01,382448.2
2026-04-01 00:00:00,E1100,R01,590164.26
2026-04-01 00:00:00,E1101,R01,436639.67
2026-04-01 00:00:00,E1102,R04,765355.37
2026-04-01 00:00:00,E1103,R02,625435.69
2026-04-01 00:00:00,E1104,R04,662478.57
2026-04-01 00:00:00,E1105,R06,768644.2
2026-04-01 00:00:00,E1106,R02,507380.81
2026-04-01 00:00:00,E1107,R03,844808.54
2026-04-01 00:00:00,E1108,R05,596468.76
2026-04-01 00:00:00,E1109,R02,352670.63
2026-04-01 00:00:00,E1110,R01,702334.43
2026-04-01 00:00:00,E1111,R02,765619.88
2026-04-01 00:00:00,E1112,R02,455895.09
2026-04-01 00:00:00,E1113,R06,807166.52
2026-04-01 00:00:00,E1114,R05,838993.12
2026-04-01 00:00:00,E1115,R04,429987.92
2026-04-01 00:00:00,E1116,R06,889288.96
2026-04-01 00:00:00,E1117,R05,341462.49
2026-04-01 00:00:00,E1118,R02,381310.18
2026-04-01 00:00:00,E1119,R06,369746.15
2026-04-01 00:00:00,E1120,R04,831093.31
2026-05-01 00:00:00,E1002,R06,675290.16
2026-05-01 00:00:00,E1003,R05,348867.78
2026-05-01 00:00:00,E1004,R04,536210.22
2026-05-01 00:00:00,E1005,R02,649943.72
2026-05-01 00:00:00,E1006,R02,304251.66
2026-05-01 00:00:00,E1007,R01,823570.64
2026-05-01 00:00:00,E1008,R06,772342.3
2026-05-01 00:00:00,E1009,R04,578384.4
2026-05-01 00:00:00,E1010,R05,878632.3
2026-05-01 00:00:00,E1011,R01,521544.64
2026-05-01 00:00:00,E1012,R06,889671.71
2026-05-01 00:00:00,E1013,R05,684148
2026-05-01 00:00:00,E1014,R02,662536.33
2026-05-01 00:00:00,E1015,R02,357870.68
2026-05-01 00:00:00,E1016,R02,823253.04
2026-05-01 00:00:00,E1017,R02,527868.3
2026-05-01 00:00:00,E1018,R04,355451.71
2026-05-01 00:00:00,E1019,R03,258194.89
2026-05-01 00:00:00,E1020,R02,613841.19
2026-05-01 00:00:00,E1021,R04,592809.75
2026-05-01 00:00:00,E1022,R01,717579.85
2026-05-01 00:00:00,E1023,R02,828667.73
2026-05-01 00:00:00,E1024,R02,301614.28
2026-05-01 00:00:00,E1025,R03,725472.72
2026-05-01 00:00:00,E1026,R05,371817.76
2026-05-01 00:00:00,E1027,R02,807815.08
2026-05-01 00:00:00,E1028,R04,782391.28
2026-05-01 00:00:00,E1029,R04,601515.94
2026-05-01 00:00:00,E1030,R01,711657.82
2026-05-01 00:00:00,E1031,R04,454327.57
2026-05-01 00:00:00,E1032,R02,556259.13
2026-05-01 00:00:00,E1033,R01,784063.98
2026-05-01 00:00:00,E1034,R06,548522.38
2026-05-01 00:00:00,E1035,R06,482568.87
2026-05-01 00:00:00,E1036,R05,571238.09
2026-05-01 00:00:00,E1037,R02,788362.01
2026-05-01 00:00:00,E1038,R01,467885.23
2026-05-01 00:00:00,E1039,R04,362945.04
2026-05-01 00:00:00,E1041,R01,712809.11
2026-05-01 00:00:00,E1042,R03,786885.84
2026-05-01 00:00:00,E1043,R01,315414.36
2026-05-01 00:00:00,E1044,R06,405918.17
2026-05-01 00:00:00,E1045,R02,342281.79
2026-05-01 00:00:00,E1046,R04,476161.92
2026-05-01 00:00:00,E1047,R02,542728.14
2026-05-01 00:00:00,E1048,R04,736737.12
2026-05-01 00:00:00,E1049,R04,673245.93
2026-05-01 00:00:00,E1050,R02,653603.57
2026-05-01 00:00:00,E1051,R06,479043.72
2026-05-01 00:00:00,E1052,R05,796940.91
2026-05-01 00:00:00,E1053,R06,556336.66
2026-05-01 00:00:00,E1054,R06,886418.21
2026-05-01 00:00:00,E1055,R04,662192.39
2026-05-01 00:00:00,E1056,R06,332072.08
2026-05-01 00:00:00,E1057,R01,689515.42
2026-05-01 00:00:00,E1058,R02,461317.61
2026-05-01 00:00:00,E1059,R01,696112.68
2026-05-01 00:00:00,E1060,R02,295266.75
2026-05-01 00:00:00,E1061,R03,363672.93
2026-05-01 00:00:00,E1062,R02,806229.22
2026-05-01 00:00:00,E1063,R05,397666.71
2026-05-01 00:00:00,E1064,R02,794076.73
2026-05-01 00:00:00,E1065,R02,431529.46
2026-05-01 00:00:00,E1066,R04,667873.24
2026-05-01 00:00:00,E1067,R01,701197.87
2026-05-01 00:00:00,E1068,R05,583225.59
2026-05-01 00:00:00,E1069,R01,448451.94
2026-05-01 00:00:00,E1070,R06,388218.84
2026-05-01 00:00:00,E1071,R05,271573.08
2026-05-01 00:00:00,E1072,R02,447565.16
2026-05-01 00:00:00,E1073,R01,674555.81
2026-05-01 00:00:00,E1074,R05,859898.13
2026-05-01 00:00:00,E1075,R05,816282.91
2026-05-01 00:00:00,E1076,R05,747942.1
2026-05-01 00:00:00,E1077,R05,762490.77
2026-05-01 00:00:00,E1078,R01,682240.19
2026-05-01 00:00:00,E1079,R02,419186.46
2026-05-01 00:00:00,E1080,R01,839676.77
2026-05-01 00:00:00,E1081,R06,685976
2026-05-01 00:00:00,E1082,R04,614286.41
2026-05-01 00:00:00,E1083,R02,322143.15
2026-05-01 00:00:00,E1084,R01,540586.1
2026-05-01 00:00:00,E1085,R02,549232.88
2026-05-01 00:00:00,E1086,R02,811966.35
2026-05-01 00:00:00,E1087,R05,605321.34
2026-05-01 00:00:00,E1088,R04,497260.36
